EMI_TENURE,CREDIT_HISTORY,TRANSACTION_CATEGORY,TRANSACTION_AMOUNT,ACCOUNT_TYPE,ACCOUNT_AGE,STATE,IS_URBAN,IS_STATE_BORDER,HAS_CO_APPLICANT,HAS_GUARANTOR,OWN_REAL_ESTATE,OTHER_INSTALMENT_PLAN,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,OWN_CAR,SHIP_INTERNATIONAL,IS_DEFAULT
15,CRITICAL ACCOUNT,RETRAINING,2326,500 to 1000 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,RETRAINING,1449,up to 100 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,1820,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,983,above 1000 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,2,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,3249,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,YES,NO,1,4,YES,NO,No
6,CRITICAL ACCOUNT,ELECTRONICS,1957,up to 100 K USD,4 to 7 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
9,CRITICAL ACCOUNT,FURNITURE,2406,up to 100 K USD,TBD,NJ,NO,YES,NO,NO,NO,NO,YES,1,4,NO,NO,No
39,DELAY IN PAST,EDUCATION,11760,100 to 500 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,2578,up to 100 K USD,TBD,CT,NO,NO,NO,NO,NO,NO,NO,1,4,NO,NO,No
36,CRITICAL ACCOUNT,FURNITURE,2348,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,1223,up to 100 K USD,above 7 YRS,PA,YES,NO,NO,NO,YES,NO,NO,2,3,NO,NO,Yes
24,CRITICAL ACCOUNT,ELECTRONICS,1516,above 1000 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,2,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1473,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,YES,1,3,YES,NO,No
18,CRITICAL ACCOUNT,RETRAINING,1887,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,YES,YES,YES,2,3,NO,NO,No
24,DELAY IN PAST,RETRAINING,8648,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,NO,YES,YES,2,3,YES,NO,Yes
14,DELAY IN PAST,NEW CAR,802,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,2,NO,NO,No
18,DELAY IN PAST,NEW CAR,2899,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,2039,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
24,CRITICAL ACCOUNT,USED CAR,2197,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,ELECTRONICS,1053,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,YES,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,3235,500 to 1000 K USD,above 7 YRS,CT,YES,NO,NO,NO,NO,NO,YES,1,4,YES,NO,No
12,CRITICAL ACCOUNT,NEW CAR,939,500 to 1000 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,3,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1967,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
33,CRITICAL ACCOUNT,USED CAR,7253,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,No
12,CRITICAL ACCOUNT,RETRAINING,2292,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,YES,YES,2,4,YES,NO,Yes
10,EXISTING CREDITS PAID BACK,NEW CAR,1597,500 to 1000 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,NO,1,2,NO,YES,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1381,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
36,CRITICAL ACCOUNT,USED CAR,5842,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,2579,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,Yes
18,DELAY IN PAST,EDUCATION,8471,UNKNOWN/NONE,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
21,EXISTING CREDITS PAID BACK,NEW CAR,2782,500 to 1000 K USD,4 to 7 YRS,PA,NO,NO,NO,NO,NO,YES,YES,1,4,NO,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,1042,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,NEW CAR,3186,above 1000 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,USED CAR,2028,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
12,CRITICAL ACCOUNT,NEW CAR,958,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
21,DELAY IN PAST,FURNITURE,1591,100 to 500 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,4,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,2762,UNKNOWN/NONE,above 7 YRS,PA,NO,NO,NO,NO,NO,YES,YES,1,3,YES,NO,Yes
18,EXISTING CREDITS PAID BACK,USED CAR,2779,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,No
28,CRITICAL ACCOUNT,ELECTRONICS,2743,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1149,above 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,1313,up to 100 K USD,above 7 YRS,PA,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,CRITICAL ACCOUNT,OTHER,1190,up to 100 K USD,TBD,NJ,NO,NO,NO,NO,NO,NO,NO,3,1,NO,NO,Yes
5,EXISTING CREDITS PAID BACK,RETRAINING,3448,up to 100 K USD,4 to 7 YRS,PA,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,OTHER,11328,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,YES,NO,NO,YES,YES,2,4,YES,NO,Yes
6,CRITICAL ACCOUNT,FURNITURE,1872,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,NO,NO,3,4,YES,NO,No
24,CRITICAL ACCOUNT,OTHER,2058,up to 100 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,YES,NO,YES,2,3,YES,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,2136,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1484,UNKNOWN/NONE,1 to 4 YRS,NJ,NO,NO,NO,NO,YES,NO,YES,1,3,YES,NO,Yes
6,EXISTING CREDITS PAID BACK,OTHER,660,500 to 1000 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,YES,NO,NO,1,2,NO,NO,No
24,CRITICAL ACCOUNT,NEW CAR,1287,above 1000 K USD,above 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,2,3,YES,NO,No
42,CRITICAL ACCOUNT,OTHER,3394,up to 100 K USD,TBD,NY,NO,YES,YES,NO,NO,NO,YES,2,1,NO,NO,No
12,ALL CREDITS PAID BACK,RETRAINING,609,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,1,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,NEW CAR,1884,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1620,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,YES,NO,NO,NO,YES,1,3,NO,NO,No
20,DELAY IN PAST,OTHER,2629,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,EDUCATION,719,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,2,NO,NO,Yes
48,CRITICAL ACCOUNT,FURNITURE,5096,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
9,CRITICAL ACCOUNT,EDUCATION,1244,UNKNOWN/NONE,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,2,2,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,1842,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
7,EXISTING CREDITS PAID BACK,ELECTRONICS,2576,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,YES,YES,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1424,UNKNOWN/NONE,above 7 YRS,CT,NO,NO,NO,NO,YES,NO,YES,1,4,YES,NO,No
15,DELAY IN PAST,OTHER,1512,above 1000 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
36,CRITICAL ACCOUNT,USED CAR,11054,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
6,EXISTING CREDITS PAID BACK,ELECTRONICS,518,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
12,NONE TAKEN,FURNITURE,2759,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,2670,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,4817,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,YES,NO,NO,NO,YES,1,3,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,USED CAR,2679,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,4,YES,NO,No
11,CRITICAL ACCOUNT,NEW CAR,3905,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,NO,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,USED CAR,3386,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,Yes
6,EXISTING CREDITS PAID BACK,OTHER,343,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,4594,up to 100 K USD,up to 1 YR,CT,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
36,EXISTING CREDITS PAID BACK,FURNITURE,3620,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,YES,NO,NO,YES,1,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,NEW CAR,1721,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,3017,up to 100 K USD,up to 1 YR,CT,NO,NO,NO,NO,YES,NO,NO,1,4,NO,NO,No
12,EXISTING CREDITS PAID BACK,OTHER,754,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,RETRAINING,1950,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,2,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,USED CAR,2924,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,YES,NO,YES,YES,1,3,YES,NO,No
24,DELAY IN PAST,ELECTRONICS,1659,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,NO,1,2,YES,NO,Yes
48,DELAY IN PAST,ELECTRONICS,7238,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,No
33,DELAY IN PAST,RETRAINING,2764,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
24,DELAY IN PAST,USED CAR,4679,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,2,YES,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,3092,100 to 500 K USD,up to 1 YR,CT,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,Yes
6,EXISTING CREDITS PAID BACK,EDUCATION,448,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,NEW CAR,654,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,2,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,OTHER,1238,UNKNOWN/NONE,TBD,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,1245,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
18,NONE TAKEN,FURNITURE,3114,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
39,EXISTING CREDITS PAID BACK,USED CAR,2569,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,5152,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,RETRAINING,1037,100 to 500 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,No
15,CRITICAL ACCOUNT,FURNITURE,1478,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
12,CRITICAL ACCOUNT,ELECTRONICS,3573,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1201,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
30,EXISTING CREDITS PAID BACK,FURNITURE,3622,above 1000 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
15,DELAY IN PAST,FURNITURE,960,above 1000 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,CRITICAL ACCOUNT,NEW CAR,1163,500 to 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,YES,NO,No
6,DELAY IN PAST,NEW CAR,1209,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,ELECTRONICS,3077,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,3757,up to 100 K USD,above 7 YRS,NY,NO,NO,YES,NO,NO,NO,NO,1,3,YES,NO,No
10,EXISTING CREDITS PAID BACK,NEW CAR,1418,100 to 500 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,NO,NO,1,2,NO,YES,No
6,EXISTING CREDITS PAID BACK,NEW CAR,3518,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,YES,NO,NO,NO,1,3,NO,NO,No
12,CRITICAL ACCOUNT,ELECTRONICS,1934,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
27,NONE TAKEN,RETRAINING,8318,up to 100 K USD,above 7 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,2,4,YES,NO,Yes
6,CRITICAL ACCOUNT,ELECTRONICS,1237,100 to 500 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,ELECTRONICS,368,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
12,CRITICAL ACCOUNT,NEW CAR,2122,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,NO,NO,2,2,NO,YES,No
24,EXISTING CREDITS PAID BACK,FURNITURE,2996,UNKNOWN/NONE,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
36,EXISTING CREDITS PAID BACK,FURNITURE,9034,100 to 500 K USD,up to 1 YR,NY,NO,YES,YES,NO,NO,NO,NO,1,4,YES,NO,Yes
24,CRITICAL ACCOUNT,FURNITURE,1585,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1301,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,YES,YES,NO,YES,1,2,NO,NO,No
6,CRITICAL ACCOUNT,NEW CAR,1323,100 to 500 K USD,above 7 YRS,NJ,YES,NO,NO,NO,NO,NO,YES,2,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,3123,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
36,EXISTING CREDITS PAID BACK,USED CAR,5493,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,ELECTRONICS,1126,100 to 500 K USD,above 7 YRS,NJ,YES,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,1216,100 to 500 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,YES,YES,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,NEW CAR,1207,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
10,EXISTING CREDITS PAID BACK,NEW CAR,1309,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,YES,NO,NO,YES,1,2,NO,NO,Yes
15,CRITICAL ACCOUNT,USED CAR,2360,500 to 1000 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
15,ALL CREDITS PAID BACK,NEW CAR,6850,100 to 500 K USD,TBD,PA,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1413,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
39,EXISTING CREDITS PAID BACK,USED CAR,8588,100 to 500 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,759,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,Yes
36,EXISTING CREDITS PAID BACK,USED CAR,4686,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
15,EXISTING CREDITS PAID BACK,RETRAINING,2687,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
12,DELAY IN PAST,ELECTRONICS,585,up to 100 K USD,1 to 4 YRS,NY,NO,NO,YES,NO,YES,NO,NO,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,2255,UNKNOWN/NONE,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
6,CRITICAL ACCOUNT,NEW CAR,609,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,NO,YES,No
6,CRITICAL ACCOUNT,NEW CAR,1361,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,YES,NO,YES,1,2,NO,YES,No
36,CRITICAL ACCOUNT,FURNITURE,7127,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
6,EXISTING CREDITS PAID BACK,NEW CAR,1203,100 to 500 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
6,CRITICAL ACCOUNT,ELECTRONICS,700,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,No
24,CRITICAL ACCOUNT,OTHER,5507,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,3190,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,Yes
48,NONE TAKEN,FURNITURE,7119,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,USED CAR,3488,100 to 500 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1113,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,YES,YES,NO,YES,1,2,NO,NO,No
26,EXISTING CREDITS PAID BACK,USED CAR,7966,up to 100 K USD,up to 1 YR,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
15,CRITICAL ACCOUNT,EDUCATION,1532,100 to 500 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
4,CRITICAL ACCOUNT,ELECTRONICS,1503,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
36,EXISTING CREDITS PAID BACK,ELECTRONICS,2302,up to 100 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,NEW CAR,662,up to 100 K USD,up to 1 YR,CT,NO,YES,NO,NO,YES,NO,YES,1,2,YES,NO,No
36,EXISTING CREDITS PAID BACK,EDUCATION,2273,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
15,EXISTING CREDITS PAID BACK,NEW CAR,2631,100 to 500 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
12,DELAY IN PAST,USED CAR,1503,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1311,100 to 500 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,3105,UNKNOWN/NONE,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
21,CRITICAL ACCOUNT,EDUCATION,2319,up to 100 K USD,up to 1 YR,NJ,YES,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,NEW CAR,1374,UNKNOWN/NONE,TBD,NY,NO,NO,NO,NO,NO,NO,YES,1,4,YES,NO,No
18,CRITICAL ACCOUNT,FURNITURE,3612,up to 100 K USD,above 7 YRS,CT,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
48,EXISTING CREDITS PAID BACK,NEW CAR,7763,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,NO,1,4,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,FURNITURE,3049,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,YES,YES,1,2,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1534,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,Yes
24,DELAY IN PAST,NEW CAR,2032,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,No
30,EXISTING CREDITS PAID BACK,FURNITURE,6350,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,FURNITURE,2864,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,Yes
12,CRITICAL ACCOUNT,NEW CAR,1255,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
24,DELAY IN PAST,NEW CAR,1333,up to 100 K USD,TBD,NY,NO,YES,NO,NO,YES,NO,NO,2,3,NO,NO,Yes
24,CRITICAL ACCOUNT,NEW CAR,2022,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1552,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
12,ALL CREDITS PAID BACK,ELECTRONICS,626,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,YES,YES,1,2,NO,NO,Yes
48,CRITICAL ACCOUNT,USED CAR,8858,UNKNOWN/NONE,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,No
12,CRITICAL ACCOUNT,OTHER,996,UNKNOWN/NONE,4 to 7 YRS,NY,NO,NO,NO,NO,YES,NO,YES,2,3,NO,NO,No
6,ALL CREDITS PAID BACK,ELECTRONICS,1750,500 to 1000 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,YES,YES,1,2,NO,NO,No
48,EXISTING CREDITS PAID BACK,ELECTRONICS,6999,up to 100 K USD,4 to 7 YRS,PA,NO,NO,NO,YES,YES,NO,YES,2,3,YES,NO,Yes
12,CRITICAL ACCOUNT,NEW CAR,1995,100 to 500 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
